,tweet,label,translated
189,아 걍 지금부터 탐라에 있는가람 걍 다 내 트친으로 알게 후하후하  하씨 떨려죽겠는데 노래는 감미로워요,1,"Oh, I'm just going to be in Tamna from now on. I'll just let everyone know through my Twitter friends. Haha, I'm shaking to death, but the song is sweet."
190,진짜 자살하고싶다,1,I really want to commit suicide
191,후하후하 입금 하는 그 순간까지 심장이 떨리네 https://t.co/mmEkF6yjV4,0,Hahaha my heart is shaking until the moment I deposit money https://t.co/mmEkF6yjV4
192,거의 김스디러,0,Almost Kim's Deer
193,"눈만 살짝 올리고 트친들한테 힘 얻어서 마저 그리고 싶음..
알죠.. 예쁜말 해줘요 https://t.co/VUjVWxIOig",0,"I just want to raise my eyes slightly and get strength from Twitter friends to finish drawing..
I know.. say something pretty https://t.co/VUjVWxIOig"
194,"고등학교 너무 힘들어
첫날인데 너무 힘들었어
중딩 너무 그리워
너무 외로워",1,"high school is so hard
It was the first day and it was so hard
I miss middle school so much
I'm so lonely"
195,아악 맞아 탐라에서 보니까 갑자기 생각난다 케이 미끼죽음 진짜 하.. 진짜 그순간 과몰입쫙됐고 커뮤에서 그런 서사가 나올수도 있다는걸 처음알았음 진짜 그거너무 대박적.....지금 생각해도 후유증진짜,1,"Ah, that's right, when I saw it on Tamra, it suddenly came to mind. Kay Bait Death, really.. I was really immersed in it at that moment, and it was the first time I knew that such a narrative could come out in the community. That was so amazing... Even thinking about it now, the aftereffects are real."
196,오늘 아침에 할무니 간호하로 병원가는길에 찍었는데 이거 벌집인가??? 뭔가 엄청 크진않구 공모양이 ㅋㅋㅋㅋ https://t.co/0NxPIUrmIs,0,"I took this picture this morning on the way to the hospital to nurse my grandmother. Is this a beehive??? It's not that big, it's shaped like a ball lol https://t.co/0NxPIUrmIs"
197,"#일본 여행갈것입니다.
친절하고 예의가있으며 식당은 쳥결하고 깨끗한 일본 반일감정 국민에게 부추기는 정부와 더불어당 일본을 매도하고자 그들은 깻끗한가 일본에가서 빠에서 사케마시고 계집끼고놀고 주접은 다떨고 국민앞에서는""고귀한척""이중인격자들이다. https://t.co/zufguzOifT",1,"#I'm going on a trip to Japan.
They are friendly and polite, and the restaurants are clean. In addition to the government encouraging anti-Japanese sentiments among the people, they go to Japan to criticize Japan, drink sake in bars, play around with women, and pretend to be noble in front of the people. They are personalities. https://t.co/zufguzOifT"
198,"내가 언제, 어떻게 죽게 되는가 https://t.co/pB9g0emquW

⠀ https://t.co/H1243Pzlp6",1,"When and how will I die https://t.co/pB9g0emquW

⠀ https://t.co/H1243Pzlp6"
199,“앞으로 이틀동안 맞따름을 해주지 않는다면.. 난 다시 돌아갈게. 😔”,0,“If you don’t meet me in the next two days... I’ll go back. 😔”
200,아는 동생의 절친(30대)이 유방암 말기로 시한부 선고 받았다고 들었는데 갑자기 이번주 임종을 준비한다고 ㅠㅠㅠ 본 적 없는 사람이지만 너무 마음 아프고 슬프다. 부디 떠나는 길은 평안하기를 기도한다🙏,1,"I heard that my younger brother's best friend (in his 30s) was diagnosed with terminal breast cancer and suddenly said he was preparing to die this week ㅠㅠㅠ It's someone I've never met, but I feel so heartbroken and sad. I pray that your departure will be peaceful🙏"
201,죽는것보다 고통이 더 무서운 케니 https://t.co/ZESGw3HIeF,1,Kenny is more scared of pain than death https://t.co/ZESGw3HIeF
202,저기 계정 계옮계 아니구 일상계 따로 만든거니깐 저기 갔다고 여기 썰면 슬픕니다요... https://t.co/uFnY9u2Fml,1,"That account is not an account transfer account, but a separate account for everyday life, so it would be sad to cut it here just because I went there... https://t.co/uFnY9u2Fml"
203,뭐야 이게 왜 내 갤러리에 그보다 어떻게 찍은거야 https://t.co/va7tfTNkZb,0,What is this? Why was it taken in my gallery like that? https://t.co/va7tfTNkZb
204,근데 진짜 설리번잡으면서 엄청 죽고 그뒤로는 쉬웠어서 그때 후두려 맞으며 배운거 잘했다고 생각함..,1,"But I really died a lot while messing around with Sulli, and it was easy after that, so I thought I did a good job of learning from getting hit in the back."
205,그 대낫에 반갈죽 당했는데 그 책되는 파티클과 함께 제가 다시 살아났어요,0,"I was cut to pieces by that scythe, but I came back to life with that spinning particle."
206,이건나니가하지 오지상은 나한테 등돌리면죽는거야 https://t.co/eUsl1TvmAH,1,"If you turn your back on me, Oji-san will die https://t.co/eUsl1TvmAH"
207,못 가지면 죽음뿐 https://t.co/ONuJ5raxrn,0,"If you don't have it, the only thing you die is https://t.co/ONuJ5raxrn"
208,그리고 어제오늘 12시간 금식하고 병원가서 혈압재고 진료받구..저는 다 검사 해보려구 복부 초음파도 했는데 너무 강하게 꾹꾹 눌러 검사해서 배 아팠지만 지방간 외엔 다른 장기들은 괜찮았슴다👍 원래 술담배커피 다 안하기 때문에 스트레스가 원인인거 같다구..음음,1,"And yesterday and today, I fasted for 12 hours and went to the hospital to check my blood pressure. I had an abdominal ultrasound done to get everything checked out. They pressed me too hard and my stomach hurt, but other than the fatty liver, my other organs were fine👍 I'm stressed because I don't drink, smoke, or drink coffee. I think it's the cause..mmmm"
209,"의정부교구 식사동 성당 부주임 김형국 요셉 신부님의 아버지 김희창 야곱 형제님께서 주님께 돌아가셨습니다. 기도해 주십시오.

주님, 김희창 야곱에게 자비를 베푸시어 그 죄를 사해주시고, 주님 품 안에서 성인들과 함께 영원한 안식을 누리게 해주소서. 아멘.",0,"Brother Jacob Kim Hee-chang, father of Father Joseph Kim Hyeong-guk, vice-deacon of the Sik-dong Cathedral in Uijeongbu Diocese, passed away to the Lord. Please pray.

Lord, please have mercy on Jacob Kim Hee-chang, forgive his sins, and allow him to enjoy eternal rest in the arms of the Lord with the saints. amen."
210,사람들이 왜 헬창이 되는지 알겠어요.... 저 이번주에 운동 시작했는데 오늘 하루 안갔다고 불안합니다 호달달,1,"I understand why people are so tired.... I started working out this week, but I'm anxious because I didn't go for a day today."
211,"굿모닝!
피곤해서 더 자러감!",1,Good morning! I'm tired so I'm going to sleep more!
212,"국내 디지털인문학이 그간 '문화콘텐츠'로 이해됐던 지점은 이해할수 있으나, 압도적인 컴퓨팅 파워와 알고리즘 접근성도 중요한 요소임을 이 논문은 무시하고 있다.

이광석, 윤자형 (2019). 국내 ‘디지털인문학’의 정착과 굴곡 : 대학 교육과 미디어 테크놀로지의 불안정한 접속. 한국언론정보학보 https://t.co/rRdo0SMZTG",1,"It is understandable that domestic digital humanities have been understood as 'cultural content', but this paper ignores that overwhelming computing power and algorithmic accessibility are also important factors.

Gwangseok Lee, Jahyung Yoon (2019). The settlement and ups and downs of domestic ‘digital humanities’: Unstable connection between university education and media technology. Korean Press Information https://t.co/rRdo0SMZTG"
213,광뮤다 최고...웨숀비 최고....,0,Kwangmuda is the best...Wessonbee is the best...
214,나 진짜 아무래도 조유리 I'm in love with a monster 풀곡 다 듣지 못하면 억울해서 못죽을듯,1,"I really think Jo Yuri, I'm in love with a monster, I won't be able to die of injustice if I don't hear the whole song."
215,근로자들의 급여를 인상한 기업의 사업부는 급여 인상을 충분히 상쇄하고도 남는 수준의 생산성 향상 효과를 얻었다. - 데이비드 레빈 7588841,0,Business divisions of companies that raised their workers' wages achieved productivity gains that more than offset the wage increase. - David Levin 7588841
216,ㅅㅂ 졸려 죽어,1,Fuck I’m sleepy to death
217,이거 너무 맞말.. https://t.co/wXHE8bjbqY,0,This is so true.. https://t.co/wXHE8bjbqY
218,(피곤한듯 귀와 꼬리를 늘어뜨린채 조용한 골목으로 들어간다),1,(He walks into a quiet alley with his ears and tail hanging down as if he is tired)
219,우리 가족은 내가 정신과 가면 니가 정신과 갈일 뭐있냐고 할 듯.. 내가 지들한테 받은 스트레스랑 가스라이팅이 얼마나 심한데,1,"My family seems to be asking me if I go to a psychiatrist, why should I go to a psychiatrist? The stress and gaslighting I got from them was so severe."
220,나는 배달시간 맞추려고 보행자 신호 켜진 횡단보도를 가로지르는 배달 오토바이에 치여서 죽고싶지 않음 https://t.co/O28QvxsJH3,1,I don't want to die from being hit by a delivery motorcycle crossing a crosswalk with a pedestrian signal on to meet the delivery time https://t.co/O28QvxsJH3
221,글고 매칭시스템 개역겹,0,Geulgo Matching System Gaeseokgyeop
222,대 흥 분 https://t.co/Lz1hAbOVGg,0,Great excitement https://t.co/Lz1hAbOVGg
223,"죽을까요 여러분,,? https://t.co/HO2XwnKWfb",1,"Are you going to die, everyone? https://t.co/HO2XwnKWfb"
224,"성직자를 보십시오 가난한 노동자처럼 生命 바칠일 없이 사랑 말만해도 天使대접 받고,자비를 말하는 스님을 보십시오 고통받는 중생처럼 生命 바칠일 없지만 天使대접 받습니다 이런 세상이 수천년을 반복해도 성직자,스님은 모순과 위선을 깨닫지 못하니 10살아이에게 심판받아 마땅한 세상입니다.",1,"Look at the priests. Like poor workers who have nothing to sacrifice their lives for, they are treated as heavenly messengers just by speaking of love. Look at the monks who speak of mercy. Like suffering sentient beings, they have nothing to sacrifice their lives for, but are treated as heavenly ministers. Even if this world repeats itself for thousands of years, priests and monks do not realize the contradictions and hypocrisy. This is a world where we deserve to be judged by a 10-year-old child."
225,"@Tang_Gerine_317 
살쪄서 슬픈 망두 https://t.co/HouY8zeVOK",1,"@Tang_Gerine_317 
Mandu is sad because he gained weight https://t.co/HouY8zeVOK"
226,"오늘은 명조의 균형에 대해 공부해 봤어요. 주관적인 해석이 주를 이룹니다.,.. https://t.co/y6GtZmlzhu",1,"Today, we studied the balance of Myeongjo. Mainly subjective interpretation.,.. https://t.co/y6GtZmlzhu"
227,"결론은 현 시점에서 뽑을 수 있는 최고 점수는 47,820점인걸로",0,"The conclusion is that the highest score that can be obtained at this point is 47,820 points."
228,흐헿ㅎ 비계친들 보면 심신의 안정이 옴 체고,1,"Hehehe, seeing my off-campus friends gives me peace of mind and body."
229,기절초풍 이뻐요 걱정 ㄴㄴ... https://t.co/ndxNxrM48q,0,"It's so pretty that I fainted, don't worry... https://t.co/ndxNxrM48q"
230,"너무 많은 학대에 슬프고 아픈나
남들과 너무 다른것 아닌가 걱정이 참 많은 나
사람에 대한 무서움도 많은데
어쩔땐 내가 더 무섭다
화를 내면 분노
그 분노를 나를 좋아하는 사람에게나 내곁에 있는 사람에게는 던지고 싶지 않아
꾹꾹 눌러 차갑게 굳은 돌맹이다
이제 제대로 가해자들만 맞추면 된다",1,"I feel sad and sick from so much abuse
I am very worried that I am too different from others.
I have a lot of fear of people.
Sometimes I'm scarier
When you get angry, you get angry.
I don't want to throw that anger at people who like me or are by my side.
It is a stone that has been pressed and hardened coldly.
Now all we have to do is hit the perpetrators properly."
231,좆같다는 말 개좋아 입에 착 달라붙음 아 좆같다,0,"The word ‘shit’ is so good, it sticks in my mouth. It’s like shit."
232,오늘 이걸로 운동 좀 했어 ㅋㅋ #isolation https://t.co/p8rcckq1Qe,0,I did some exercise with this today lol #isolation https://t.co/p8rcckq1Qe
233,아 잠만.. 제대로 그려서 다시 바꿀게요,0,Oh wait... I'll draw it properly and change it again.
234,한자리 받고 싶어 발악을 하는 구나.. https://t.co/iFtLOcdYzk,0,You're struggling to get a spot... https://t.co/iFtLOcdYzk
235,이거 사촌이 아이돌인거 말하면 안되는거였어?ㅋㅋㅋㅋㅋ https://t.co/7tmTpqKOvW,0,Wasn't this supposed to say that my cousin is an idol? LOL https://t.co/7tmTpqKOvW
236,오늘 크로키안하고 자면 죽는다,1,"If you sleep with Crocian today, you will die."
237,"아이고 죽겠다 
내일 점심때 그림 공개해야지 https://t.co/h0A9TwHkE1",1,"Oh my, I'm dying 
I should reveal the picture tomorrow at lunch https://t.co/h0A9TwHkE1"
238,"ㅇㄴ 이거 다시봐도 그 사람 떠올라
-고-든렘지- https://t.co/6H6gxBf4Ec",0,"ㅇㄴ Even when I watch this again, I think of that person
-Gordon Ramsey- https://t.co/6H6gxBf4Ec"
239,"🐼 계폭하는 이유
──────────────────
쏘쏘 님은 부모님에게 들켜서 계폭합니다.
https://t.co/jp5TV0l71l

ㅅㅂ 이거 제일 안 좋은 경우 아님???????",0,"🐼The reason for the bombing
──────────────────
Soso is caught by his parents and punished.
https://t.co/jp5TV0l71l

Fuck, isn’t this the worst case???????"
240,ㅠㅠㅠㅠㅠㅠㅠ오늘 진짜 너무 행복하고 좋은 시간이었다ㅠㅠㅠ,0,ㅠㅠㅠㅠㅠㅠㅠToday was a really happy and good timeㅠㅠㅠ
241,여기왜이렇게 팔로워도팔로잉도많아...다정리하고십당 이제 트윗다시 썻으니까 이런 저를 보고 허뮈쉬벌이거누구야하면서 헐레벌덕 정리하시는 분이 계시겍죠?,0,"Why do I have so many followers and followings here... I'm going to organize everything. Now that I've started tweeting again, I'm sure there's someone who looks at me like this and organizes it in a huff, saying, ""Who am I?"""
242,"기술부채 라는 말을 알게됐다.
나는 빚쟁이다... 빚더미에 깔린",0,"I learned about the term technical debt.
I am in debt... I am crushed by debt."
243,"안녕하세요, 사돌입니다

2018년형 무스탕.패딩(시리즈1) 발매 안내드립니다
.Boy  사이즈 추가되었습니다
Dfa70.스위치70.
미기돌어썸바디.Idealian75
ᆞ재판매 이벤트
2020.12.05일까지
2018년도 가격 동일하게 판매됩니다

리트윗 추첨으로 (5명) 사돌포인트 3만점 드립니다 https://t.co/Wysejej2gB",0,"Hello, this is Sadol.

We would like to announce the release of the 2018 Mustang.Padding (Series 1).
.Boy size added
Dfa70.Switch70.
Beautiful Doll Awesome Body.Idealian75
㆞Resale event
Until 2020.12.05
It is sold at the same price as in 2018.

30,000 sadol points will be given to 5 people through a retweet draw https://t.co/Wysejej2gB"
244,"한강 이북을 포기할 수 없게 되면서 폭 250km, 종심 40km라는 전투공간만이 허용된 시점에서 어느 나라 군대를 갖다놔도 선택의 여지가 없음. 기동방어를 하려고 해도 어디로 우회를 할 것이며 화력 집중을 하려고 해도 어떻게 공간을 확보합니까. 그냥 '팻-맨' 말고는 답이 없다...",1,"As it became impossible to give up the area north of the Han River, only a battle space of 250km wide and 40km deep was allowed, so there was no choice no matter which country's army was deployed. Even if you try to use mobile defense, where will you detour, and even if you try to concentrate firepower, how do you secure space? There is no answer other than ‘Fat-Man’..."
245,"도겨미 초코칩해서 생각난 #규잇 (?)
걤이가 정말로 초코칩쿠키 요정이 되버린거로
그냥쿠키에 초코칩 하나만 박혀있는 쿠키의 요정이 되어버린 이도걤.
이걸어뜩하지..싶어서 일단 가만히 있는데 들어오는 규잇들. 어 만규랑 명오다! 나좀 도아져!!라는 생각으로 말을 하려는 순간 키스갈기는 규잇들.",0,"Dogyomi chocolate chip reminded me of #GyuIt (?)
She really became a chocolate chip cookie fairy.
Lee Do-gyeom has become a cookie fairy with only a single chocolate chip in the cookie.
I thought I was going to figure this out, so I stayed still for now, but then the K-Its came in. Oh Man-gyu and Myeong-oh! The moment I was about to speak with the thought, “I need help!”, they kissed me."
246,고해성사 시간인가요? 저도 라이너가 누군지도 모르는 상태에서 극하드한 맛 나는 갤리라이를 먹고 라이너 따묵는 변태가 되었습니다,0,"Is it time for confession? Even without knowing who Reiner was, I became a pervert by eating extremely hard-tasting galley and picking on Reiner."
247,너무 피곤하네요 우ㅜㅜ우,1,I'm so tired wooㅜㅜwoo
248,"나는 전에 사랑했던 사람이 죽어 사랑하는 것에 두려움을 느끼는 캐가 좋다.
그런 캐를 다시금 두렵게하는 캐도 좋다.",1,"I like the character who is afraid of loving someone he once loved because he died.
It's also good to have a character like that that makes you afraid again."
249,"제가 당신을 거슬리게 했다면 말해주지 그랬어요.
꽁꽁 숨겨놓다가 갑자기 통보해버리면 저는 어떡하라고요.

 설명할 기회도, 해명할 시간도 주지 않고 감정싸움으로 치부해 버리셨으니, 일단 무릎꿇고 빌어보는 제게 그렇게 칼같이 구셨겠죠.

그래도 뒷담은 제게 너무 상처였어요.",1,"If I bothered you, I should have told you.
What should I do if they keep it secret and then suddenly notify me?

 Since you dismissed it as an emotional fight without giving me a chance or time to explain, you probably treated me like a knife when I was on my knees and praying.

Still, talking behind my back was very hurtful to me."
250,"어제 하루도 수고많으셨습니다, 다들 고생하셨어요! 오늘도 힘내서 다치지마시고 아프지마시고 밥 꼭 챙겨드시고 잠 푹 주무시고 만족스러운 하루가 되셨으면 좋겠습니다 :) 다들 잘자요 굿나잇🌙",0,"Thank you for your hard work yesterday, everyone! I hope you do your best today, don't get hurt, don't get sick, eat well, sleep well, and have a satisfying day :) Sleep well everyone, good night🌙"
251,CM :: PDDDQQQQ님 :: https://t.co/1rRkJEZkbL,0,CM :: PDDDQQQQ :: https://t.co/1rRkJEZkbL
252,https://t.co/pL6VLVGJBf 국정원 관련 기사 덧붙입니다.,0,https://t.co/pL6VLVGJBf I'm adding an article related to the National Intelligence Service.
253,신촌 혼밥 해야지,0,I have to eat alone in Sinchon
254,지눈떳 .. 쪼나 ! https://t.co/k3Hn80w89M,0,Jinunttattak.. Jjona! https://t.co/k3Hn80w89M
255,"반박을안하고어케살지
차라리죽는게나을것같음 내앞에잇는애가그어떤빡대가리짓을하더라도그어떤병신같은말을하더라도가만히듣고만있어야한다니그자체로이미고문의완성된형태가됨 https://t.co/I5HOJUw0mA",1,"How can I live without retorting?
I think it would be better to die. No matter what crazy things the girl in front of me does or what kind of idiotic words she says, I have to just listen quietly. This in itself is already a completed form of torture https://t.co/I5HOJUw0mA"
256,시시시발 이 계정 오랜만에 들어왔는데 추천에 친구있어 어케?????,0,"Shitshit, it's been a while since I've been on this account, but I have a friend in the recommendations, how come?????"
257,"아베가 직접 연락했나요? 의회에서 이야기했다는 언론보도만으로 지원여부 운운하는것은 뭔가 잘못된것 같습니다.

위기의 日, 손잡아주는 한국 ""이웃 감염 안정적이어야"" | 다음 뉴스 https://t.co/KtjZFzcVrr",1,"Did Abe contact him directly? It seems a bit wrong to talk about support based only on media reports that he spoke in the National Assembly.

Japan in crisis, Korea holding hands, ""Neighboring infections must be stable"" | Next News https://t.co/KtjZFzcVrr"
258,혹시 탐라에 이섭연애 보신분 있나요?  탱짓말 너무 재밌게 봐서 살말하고 있는데....,0,Has anyone seen Lee Seop’s romance in Tamra?  I'm having fun watching Tangjitmal so much that I'm just saying it...
259,"위쳐 : 닐프가드의 태양신(?), 이터널 파이어, 무인지대나 다름없는 벨렌 늪지대의 크론 신앙, 마녀숭배
로스트아크 : 세이크리아 교단의 교황과 산하 사제단. 아만이 여기소속이었음.
마비노기 : 말해봐야 입아프니 패스하겠습니다.
역으로 배경이 중세판타지인데 사제없는 작품 자체를 본 적이 없음.",0,"Witcher: Nilfgaard's sun god(?), Eternal Fire, Cron faith in the no-man's land of Velen Swamp, witch worship
Lost Ark: The Pope and his subordinate priests of the Church of Sacria. Aman belonged here.
Mabinogi: It hurts my mouth to say it, so I’ll pass.
Conversely, although the setting is a medieval fantasy, I have never seen a work without a priest."
260,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 치묘님 트친된지 얼마안되서그…
● 치묘님 요즘 괜찮으신가요..…
● 치묘님 컴션 받으신다는 트윗…
● 치묘님 요즘 통 안보이시네요…
#질문상자 #익명질문모집중

https://t.co/vA0jIr68Dh",0,"We are looking for anonymous questions from everyone!

Recently answered questions
● It’s been a while since I became a friend of Chimyo…
● Chimyo, are you okay these days…?
● Chimyo’s tweet saying he was receiving a reward…
● Chimyo, I can’t see you these days…
#Question box #Recruiting anonymous questions

https://t.co/vA0jIr68Dh"
261,그도 그럴것이 당시 'KBS 이야기 발전소'는 밤 11시에 방송이 되었고 시청률도 2%도 채 미치치 못했었던걸로 알고 있습니다. 한마디로 비인기프로였죠. 그래서인지 프로그램이 오래가지는 못했었습니다. 그래도 창작욕구를 일으키는 아주 좋은 프로그램이었습니다. 'Again 이야기발전소' 외쳐봅니다 https://t.co/5XQXxR4rXC,0,"That's right, at the time, 'KBS Story Power Plant' was broadcast at 11 p.m., and I understand that the viewership rating was less than 2%. In short, it was an unpopular program. Maybe that's why the program didn't last long. Still, it was a very good program that stimulated the desire to create. Let's shout out 'Again Story Power Plant' https://t.co/5XQXxR4rXC"
262,"다른나라같이 국민불안 종식위해 문재인이 솔선해서 맞으면 될일을
먼저맞으면 뭐 국민제치고 특혜니 뮈니 되지도않게 꼼수 부리고 자빠질때냐!
그렇게 특혜 따지는것들이
부적격자 기생충딸 의사 만들고 더 어려운사람 다 재끼고 문재인아들 지원금
타 쳐먹이냐!",1,"If Moon Jae-in takes the lead in ending the national anxiety like other countries,
what if he gets hit first? Why are you using tricks and falling over like you're giving special privileges to the people?
Are those who are so interested in special privileges
making unqualified parasite daughters doctors and taking advantage of people who are having a harder time and taking advantage of Moon Jae-in's son's support fund?"
263,오늘 너무 피곤해서 잘게요ㅠㅜㅜ 하나도 교류 못 해서 아쉬운데.. 낼부터 한주도 함께 달려갑시다💛 https://t.co/H43AQfSjOv,1,"I'm so tired today, I'm going to sleep ㅠㅜㅜ I'm sad that we can't communicate at all.. Let's run together for another week starting tomorrow💛 https://t.co/H43AQfSjOv"
264,우대조건 이상으로 다 충족시켜도 안되는 일이 있다니... 나를 제외란 나머지 지원자는 우대사항 중 기간밖에 충족 못시킨다했는데... 그래서 컨설턴트 분께서 붙을 확률 높다 하셨는데... 거절당했다. 슬프다...😢 https://t.co/CGa1vID9NC,1,"There are some things that don't work even if you meet all of the preferential conditions... They said that excluding me meant that the remaining applicants could only meet the period of preferential conditions... So the consultant said there was a high chance of being accepted, but I was rejected. Sad...😢 https://t.co/CGa1vID9NC"
265,"1. 룰
회색성기담은 굉장히 간단하지만 배드엔딩/메리배드엔딩 즉 비극을 즐기기에 최적화 되어 있는 룰이었습니다.
특히 운명의를 이용해 백색과 흑색 영역을 표시해 점점 더 불행과 가까워지는 것을 가시적으로 표시해 주는 것이 흥미로웠네요ㅎㅎ
수수께끼와 망설임, 괴물화 등의 시스템도 좋았어요",1,"1. Rules
The Gray Sex story is very simple, but the rules are optimized for enjoying bad endings/merry bad endings, that is, tragedies.
In particular, it was interesting to use the symbol of fate to visually indicate that we are getting closer to unhappiness by marking white and black areas haha.
I also liked the system of riddles, hesitation, and monsterization."
266,시발 유퀴즈도 못봤어 시발 죽고십다,1,I haven't even seen the You Quiz. I'm dying.
267,"탐라 무슨 꼭꼭 숨어라도 아니고 정말 조용하네 . . .
아무도 없나요 저랑 대화하실 벽반 분 없나요 . . .",0,"Tamra, it's not like I'm hiding, it's really quiet. . .
Is there anyone? Is there anyone in the class who can talk to me? . ."
268,크아아아 으아 흐아아아 (아침부터 말렉 생각에 심장 벅차올라서 고통스러움에 울부짖기,1,Kaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa75rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr new still
269,"오란고교에선 하니를 좋아할수밖에없음
나 무이치로 최애임 당연함",0,"At Ouran High School, you can't help but like Hani.
Of course I'm Muichiro's favorite"
270,둘째 생일이 일주일 남아서 외식하려고 하는데.. 그 때 날씨가 하필 비가 올 예정.. 아직 일주일 전이니... 좀 기다리자.,0,"My second birthday is a week away, so I'm planning to eat out, but the weather is going to rain at that time. It's still a week ago, so let's wait."
271,사랑받는 막내깅😭 https://t.co/eY0Wb0SXDp,0,The beloved maknae 😭 https://t.co/eY0Wb0SXDp
272,명상 처음 해봤는데.. 모닝루틴으로 명상하는 분들은 대단한 것 같아.. 새소리 들으려고 창문 열었더니 발은 시리고.. 차랑 지하철소리만 너무 나서 슬펐다 ㅠㅠ 그나마 지나가며 조금씩 났는데 그 조금의 새소리가 너무 좋아서..,1,"This was my first time meditating... I think people who meditate as part of their morning routine are amazing... I opened the window to listen to the birds, but my feet got cold... I was sad because all I heard was the sound of cars and subways. At least I heard it little by little as I passed by, but I really liked that little bit of birdsong..."
273,"#자캐가_죽는다면_가고_싶어하는_장소는_천국or지옥or기타
죽는다면 소중했던 사람의 곁을 천천히 돌아다니다가 이내 눈감고 무로 돌아갈 듯.천국도 지옥도 가지않음. 에스터는 종교를 믿는 기사지만 그다지 신을 믿지는 않음..다만 교리를 따라가서 얻는 성실함은 있다고 생각하고 존중해서 따르는 것",1,"#If_my_character_dies_the_place_I_would_like_to_go_is_heaven,hell,or_other
If I die, I think I'll slowly wander around the person I cherished and then close my eyes and return to nothingness. I won't go to heaven or hell. Esther is a knight who believes in religion, but she doesn't really believe in God. However, she thinks there is sincerity that comes from following doctrines, so she respects them and follows them."
274,"@orora__ho0 
살았는지 죽었는지 
소식이 읎는 언니인지 누나인지",1,"@orora__ho0 
Alive or dead? 
Is it my older sister or older sister that I heard about?"
275,으악 우울함이 늘었어 !!!!,1,"Ugh, my depression has increased!!!!"
276,사람들이 그런 말을 하면 사람이 상처받을 줄 몰랐다은 듯이 행동한다. 정말?,1,"When people say things like that, they act like they didn't know it would hurt people. really?"
277,내 로르샤흐 검사의 결과는 다음이었습니다: 건강하고 균형 잡힘. 내 사고 패턴을 자세히 보려면 클릭하세요. https://t.co/zoQGq3BvdQ - @idr_labs,1,My Rorschach test results were: Healthy and Balanced. Click to see my thought patterns in more detail. https://t.co/zoQGq3BvdQ - @idr_labs
278,"@Makima__00 😳

그 마지막 장면, 죽을 때까지 절대 잊지 못할 것 같아요.
- 나도.
- 그 장면 하나로 오늘 티켓값 본전은 뽑았네.",1,"@Makima__00 😳

I think I will never forget that last scene until I die.
- me too.
- That scene alone paid for today’s ticket."
279,근데 절망스럽게도 애가 울다하에서 시작함. 괜찮니 친구야?,1,"But, to my despair, it started with the child crying. Are you okay, friend?"
280,"하윤철 탈모
하윤철 쓰레기
하윤철 미친놈
하윤철 성형
하윤철 살인자
하윤철 죽어",1,"Ha Yun-cheol hair loss
Ha Yun-cheol trash
Ha Yun-cheol crazy guy
Ha Yun-cheol Plastic Surgery
Ha Yun-cheol's murderer
Ha Yun-cheol dies"
281,자살하고올게요,1,I'm going to commit suicide
282,"https://t.co/4Fp51Sgf9I

9일차... 화이팅! 누구보다 열심히!!",0,"https://t.co/4Fp51Sgf9I

Day 9... Fighting! Working harder than anyone else!!"
283,블렌딩 제품이 있는것이구나 다음부터는 덜 괴로워하며 그들을 마실 수 잇겟다.. 하는 기분이엇습니다.. 이 조합을 어려워하는 사람에게도 설득력있는 블렌딩이라는 느낌??,0,I felt like there was a blended product and from now on I could drink them with less pain. I felt like this was a persuasive blend even for people who find this combination difficult??
284,죽꼬싶어.,1,I want to die.
285,"#재현버블

지금 무지 신나고 흥분한 상태였는데
재현이 덕분에 잠들기전에 추천해준 노래듣고 차분하게  마무리하고 잘수있겠다!!! 재현아 너무 고마워❤️
재현이의 주말은 어땠나요?
항상 신나고 기대 가득한 하루하루를  보냈으면 해!  오늘하루도 정말 수고많았어!
내일도 행복해 재현아😊 https://t.co/pGIVYURPNp",0,"#jaehyeonbubble

I was so excited and excited right now.
Thanks to Jaehyun, I can listen to the song you recommended before going to sleep, finish calmly, and sleep well!!! Jaehyun, thank you so much❤️
How was Jaehyun’s weekend?
I hope you always have a day full of excitement and anticipation!  Thank you for your hard work today!
Be happy tomorrow too, Jaehyun😊 https://t.co/pGIVYURPNp"
